thread,tag,sender,reciever,begin,end,lifeSpan
0,2001,1,0,3415,3415,0
3,1030,1,0,3415,3415,0
1,2002,1,2,3418,3418,0
0,2001,1,0,3418,3418,0
0,2001,1,2,3418,3418,0
0,1999,1,1,3419,3419,0
1,2002,1,0,3419,3419,0
6,1996,1,1,3430,3430,0
1,2002,1,2,3451,3451,0
0,2001,1,0,3453,3453,0
0,2001,1,2,3453,3453,0
0,1999,1,1,3453,3453,0
1,2002,1,0,3454,3454,0
6,1996,1,1,3457,3457,0
1,2002,1,2,3479,3479,0
0,2001,1,0,3481,3481,0
0,2001,1,2,3481,3481,0
0,1999,1,1,3482,3482,0
1,2002,1,0,3482,3482,0
6,1996,1,1,3486,3486,0
1,2002,1,2,3508,3508,0
0,2001,1,0,3510,3510,0
0,2001,1,2,3510,3510,0
0,1999,1,1,3523,3523,0
1,2002,1,0,3524,3524,0
6,1996,1,1,3535,3535,0
1,2002,1,2,3557,3557,0
0,2001,1,0,3558,3558,0
0,2001,1,2,3558,3558,0
0,1999,1,1,3558,3558,0
1,2002,1,0,3560,3560,0
6,1996,1,1,3563,3563,0
1,2002,1,2,3585,3585,0
1,1030,1,0,3586,3586,0
1,1030,1,2,3586,3586,0
1,2002,1,0,3588,3588,0
1,1030,1,0,3588,3588,0
1,1030,1,2,3588,3588,0
1,2002,1,2,3588,3588,0
1,1030,1,0,3589,3589,0
1,1030,1,2,3589,3589,0
1,2002,1,0,3590,3590,0
1,1030,1,0,3590,3590,0
1,1030,1,2,3590,3590,0
1,2002,1,2,3591,3591,0
1,2002,1,0,3593,3593,0
0,2001,1,0,3594,3595,0
0,2001,1,2,3595,3595,0
0,1999,1,1,3596,3596,0
6,1996,1,1,3599,3599,0
0,2001,1,0,3622,3622,0
3,1030,1,0,3622,3622,0
1,2002,1,2,3624,3624,0
0,2001,1,0,3625,3625,0
0,2001,1,2,3625,3625,0
0,1999,1,1,3625,3625,0
1,2002,1,0,3626,3626,0
6,1996,1,1,3639,3639,0
0,2001,1,0,3660,3660,0
3,1030,1,0,3660,3660,0
1,2002,1,0,3663,3663,0
0,2001,1,0,3664,3664,0
1,2002,1,2,3664,3664,0
0,2001,1,2,3664,3664,0
0,1999,1,1,3665,3665,0
6,1996,1,1,3669,3669,0
1,2002,1,0,3693,3693,0
0,2001,1,0,3693,3693,0
0,2001,1,2,3694,3694,0
0,1999,1,1,3694,3694,0
1,2002,1,2,3694,3694,0
6,1996,1,1,3698,3698,0
0,2001,1,0,3718,3718,0
3,1030,1,0,3718,3718,0
3,1030,1,2,3720,3720,0
0,2001,1,0,3722,3722,0
0,2001,1,2,3722,3722,0
0,1999,1,1,3722,3722,0
1,2002,1,0,3722,3722,0
1,2002,1,2,3722,3722,0
6,1996,1,1,3725,3725,0
1,2002,1,0,3748,3748,0
1,1030,1,0,3749,3749,0
1,1030,1,2,3749,3749,0
1,2002,1,2,3749,3749,0
1,1030,1,0,3749,3749,0
1,1030,1,2,3749,3749,0
1,2002,1,0,3751,3751,0
1,1030,1,0,3751,3751,0
1,1030,1,2,3751,3751,0
1,2002,1,2,3753,3753,0
1,2002,1,0,3754,3754,0
0,2001,1,0,3758,3758,0
0,2001,1,2,3761,3761,0
0,1999,1,1,3761,3761,0
6,1996,1,1,3775,3775,0
0,2001,1,0,3789,3789,0
3,1030,1,0,3789,3789,0
0,2001,1,0,3792,3792,0
1,2002,1,2,3800,3801,0
3,1030,1,0,3801,3801,0
3,1030,1,2,3801,3801,0
0,2001,1,0,3810,3810,0
1,2002,1,0,3810,3810,0
0,2001,1,2,3814,3814,0
0,1999,1,1,3814,3814,0
6,1996,1,1,3826,3826,0
1,2002,1,2,3859,3859,0
1,1030,1,0,3860,3860,0
1,1030,1,2,3860,3860,0
0,2001,1,0,3865,3865,0
3,1030,1,0,3865,3865,0
1,2002,1,2,3865,3865,0
3,1030,1,0,3866,3866,0
0,2001,1,0,3867,3867,0
0,2001,1,0,3871,3871,0
3,1030,1,0,3871,3871,0
0,2001,1,2,3871,3871,0
0,1999,1,1,3872,3872,0
1,2002,1,0,3872,3872,0
6,1996,1,1,3891,3891,0
0,2001,1,0,3914,3914,0
3,1030,1,2,3916,3916,0
3,1030,1,0,3916,3916,0
1,2002,1,2,3916,3916,0
0,2001,1,0,3919,3919,0
0,2001,1,2,3919,3919,0
1,2002,1,0,3928,3928,0
0,1999,1,1,3928,3928,0
6,1996,1,1,3957,3957,0
1,2002,1,0,3980,3980,0
0,2001,1,0,3982,3982,0
0,2001,1,2,3982,3982,0
1,2002,1,2,3982,3982,0
0,1999,1,1,4004,4004,0
6,1996,1,1,4011,4011,0
1,2002,1,0,4035,4035,0
1,2002,1,2,4036,4036,0
0,2001,1,0,4037,4037,0
0,2001,1,2,4037,4037,0
0,1999,1,1,4037,4037,0
6,1996,1,1,4042,4042,0
1,2002,1,0,4065,4065,0
0,2001,1,0,4067,4067,0
0,2001,1,2,4067,4067,0
0,1999,1,1,4067,4067,0
1,2002,1,2,4068,4068,0
6,1996,1,1,4073,4073,0
1,2002,1,2,4097,4097,0
3,1030,1,2,4097,4097,0
0,2001,1,0,4098,4098,0
0,2001,1,2,4098,4098,0
0,1999,1,1,4104,4104,0
1,2002,1,0,4104,4104,0
6,1996,1,1,4124,4124,0
1,2002,1,2,4148,4148,0
0,2001,1,0,4149,4149,0
0,2001,1,2,4150,4150,0
1,2002,1,0,4150,4150,0
0,1999,1,1,4150,4150,0
6,1996,1,1,4154,4154,0
1,2002,1,2,4178,4178,0
0,2001,1,0,4180,4180,0
0,2001,1,2,4180,4180,0
1,2002,1,0,4180,4180,0
0,1999,1,1,4180,4180,0
6,1996,1,1,4184,4184,0
1,2002,1,2,4207,4207,0
0,2001,1,0,4210,4210,0
1,2002,1,0,4210,4210,0
0,2001,1,2,4210,4210,0
0,1999,1,1,4210,4210,0
6,1996,1,1,4213,4213,0
1,2002,1,2,4237,4237,0
0,2001,1,0,4239,4239,0
1,2002,1,0,4239,4239,0
0,2001,1,2,4239,4239,0
0,1999,1,1,4239,4239,0
6,1996,1,1,4255,4255,0
1,2002,1,2,4266,4267,1
1,1030,1,0,4268,4268,0
1,1030,1,2,4268,4268,0
0,2001,1,0,4277,4277,0
0,2001,1,2,4278,4278,0
1,2002,1,0,4278,4278,0
0,1999,1,1,4278,4278,0
1,2002,1,2,4284,4284,0
6,1996,1,1,4297,4297,0
0,2001,1,0,4320,4320,0
3,1030,1,0,4320,4320,0
0,2001,1,0,4322,4322,0
0,2001,1,2,4332,4332,0
3,1030,1,2,4333,4333,0
0,1999,1,1,4333,4333,0
1,2002,1,2,4334,4334,0
1,2002,1,0,4343,4343,0
6,1996,1,1,4418,4418,0
3,1030,1,2,4422,4422,0
3,1030,1,2,4422,4422,0
3,1030,1,2,4425,4425,0
1,2002,1,2,4426,4426,0
1,1030,1,0,4427,4427,0
1,1030,1,2,4427,4427,0
1,2002,1,2,4430,4430,0
1,1030,1,0,4431,4431,0
1,1030,1,2,4431,4431,0
1,2002,1,0,4431,4431,0
1,1030,1,0,4431,4431,0
1,1030,1,2,4431,4431,0
1,2002,1,2,4433,4433,0
1,1030,1,0,4434,4434,0
1,1030,1,2,4434,4434,0
1,2002,1,0,4435,4435,0
0,2001,1,0,4435,4435,0
0,2001,1,2,4435,4435,0
1,2002,1,2,4438,4438,0
0,1999,1,1,4448,4448,0
6,1996,1,1,4473,4473,0
0,2001,1,0,4490,4490,0
3,1030,1,0,4490,4490,0
0,2001,1,0,4493,4493,0
3,1030,1,0,4494,4494,0
0,2001,1,0,4496,4496,0
3,1030,1,0,4496,4496,0
0,2001,1,0,4499,4499,0
3,1030,1,0,4499,4499,0
0,2001,1,0,4501,4501,0
1,2002,1,2,4502,4502,0
3,1030,1,0,4503,4503,0
0,2001,1,0,4507,4507,0
0,2001,1,2,4519,4519,0
1,2002,1,0,4519,4519,0
0,1999,1,1,4520,4520,0
6,1996,1,1,4560,4560,0
3,1030,1,2,4579,4579,0
3,1030,1,2,4582,4582,0
1,2002,1,0,4584,4584,0
1,1030,1,0,4584,4584,0
1,1030,1,2,4584,4584,0
1,2002,1,2,4585,4585,0
1,1030,1,0,4585,4585,0
1,1030,1,2,4585,4585,0
0,2001,1,0,4587,4587,0
0,2001,1,2,4587,4587,0
0,1999,1,1,4587,4587,0
1,2002,1,0,4588,4588,0
1,2002,1,2,4590,4590,0
6,1996,1,1,4594,4594,0
0,2001,1,0,4618,4618,0
0,2001,1,2,4618,4618,0
3,1030,1,2,4619,4619,0
1,2002,1,2,4619,4619,0
1,2002,1,0,4620,4620,0
0,2001,1,2,4634,4634,0
0,1999,1,1,4634,4634,0
6,1996,1,1,4637,4637,0
1,2002,1,2,4662,4662,0
1,1030,1,0,4663,4663,0
1,1030,1,2,4663,4663,0
1,2002,1,0,4663,4663,0
1,1030,1,0,4663,4663,0
1,1030,1,2,4663,4663,0
1,2002,1,0,4666,4666,0
1,1030,1,0,4666,4666,0
1,1030,1,2,4666,4666,0
1,2002,1,2,4667,4667,0
0,2001,1,0,4668,4668,0
0,2001,1,2,4668,4668,0
1,2002,1,0,4671,4671,0
0,1999,1,1,4671,4671,0
6,1996,1,1,4689,4689,0
1,2002,1,2,4717,4717,0
1,1030,1,0,4717,4717,0
1,1030,1,2,4717,4717,0
1,2002,1,2,4721,4721,0
1,1030,1,0,4721,4721,0
1,1030,1,2,4721,4721,0
1,2002,1,0,4721,4721,0
0,2001,1,0,4723,4723,0
0,2001,1,2,4723,4723,0
0,1999,1,1,4723,4723,0
1,2002,1,2,4728,4728,0
6,1996,1,1,4747,4747,0
0,2001,1,0,4761,4761,0
3,1030,1,0,4761,4761,0
0,2001,1,0,4763,4763,0
3,1030,1,0,4764,4764,0
0,2001,1,0,4765,4765,0
0,2001,1,2,4774,4774,0
3,1030,1,2,4774,4774,0
1,2002,1,2,4775,4775,0
3,1030,1,2,4776,4776,0
0,2001,1,2,4776,4776,0
1,2002,1,0,4776,4776,0
0,1999,1,1,4776,4776,0
6,1996,1,1,4803,4803,0
1,2002,1,2,4818,4818,0
1,1030,1,0,4818,4818,0
1,1030,1,2,4818,4818,0
1,2002,1,0,4818,4818,0
1,1030,1,0,4818,4818,0
1,1030,1,2,4818,4818,0
0,2001,1,0,4819,4819,0
0,2001,1,2,4819,4819,0
0,1999,1,1,4820,4820,0
1,2002,1,0,4820,4820,0
1,2002,1,2,4821,4821,0
6,1996,1,1,4827,4827,0
